ID	type	label	popup	size	URL	description	short_name	Nsequences	Nfamilies	cdd_code
cdd_238178	cdd	Pyruvate_Kinase	Pyruvate kinase (PK):  Large allosteric enzyme that regulates glycolysis through binding of the substrate, phosphoenolpyruvate, and one or more allosteric effectors	58.1111	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cd00288	Pyruvate kinase (PK):  Large allosteric enzyme that regulates glycolysis through binding of the substrate, phosphoenolpyruvate, and one or more allosteric effectors.  Like other allosteric enzymes, PK has a high substrate affinity R state and a low affinity T state.  PK exists as several different isozymes, depending on organism and tissue type.  In mammals, there are four PK isozymes: R, found in red blood cells, L, found in liver, M1, found in skeletal muscle, and M2, found in kidney, adipose tissue, and lung.  PK forms a homotetramer, with each subunit containing three domains.  The T state to R state transition of PK is more complex than in most allosteric enzymes, involving a concerted rotation of all 3 domains of each monomer in the homotetramer.	Pyruvate_Kinase	15	1	cd00288
cdd_260247	cdd	ribokinase_pfkB_like	N/A	86.0426	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00192	N/A. This enzyme EC:2.7.4.7 is part of the Thiamine pyrophosphate (TPP) synthesis pathway, TPP is an essential cofactor for many enzymes.	ribokinase_pfkB_like	977	66	cl00192
cdd_267417	cdd	EGF	N/A	85.2051	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl19064	N/A. There is no clear separation between noise and signal. pfam00053 is very similar, but has 8 instead of 6 conserved cysteines. Includes some cytokine receptors. The EGF domain misses the N-terminus regions of the Ca2+ binding EGF domains (this is the main reason of discrepancy between swiss-prot domain start/end and Pfam). The family is hard to model due to many similar but different sub-types of EGF domains. Pfam certainly misses a number of EGF domains.	EGF	862	2	cl19064
cdd_264346	cdd	Peptidase_M14_like	M14 family of metallocarboxypeptidases and related proteins	85.3509	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl11393	M14 family of metallocarboxypeptidases and related proteins. This family of proteins has no known function.	Peptidase_M14_like	881	62	cl11393
cdd_264347	cdd	Glyco_tranf_GTA_type	Glycosyltransferase family A (GT-A) includes diverse families of glycosyl transferases with a common GT-A type structural fold	94.8901	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl11394	Glycosyltransferase family A (GT-A) includes diverse families of glycosyl transferases with a common GT-A type structural fold. Members of this family of prokaryotic proteins include putative glucosyltransferases, which are involved in bacterial capsule biosynthesis.	Glyco_tranf_GTA_type	3668	139	cl11394
cdd_267420	cdd	FA58C	N/A	61.7898	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl19067	N/A. This domain represents a domain found to the N-terminus of the glycosyl hydrolase 65 family catalytic domain.	FA58C	26	7	cl19067
cdd_264349	cdd	Patatin_and_cPLA2	Patatins and Phospholipases	83.6875	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl11396	Patatins and Phospholipases. This family consists of various patatin glycoproteins from plants. The patatin protein accounts for up to 40% of the total soluble protein in potato tubers. Patatin is a storage protein but it also has the enzymatic activity of lipid acyl hydrolase, catalyzing the cleavage of fatty acids from membrane lipids. Members of this family have been found also in vertebrates.	Patatin_and_cPLA2	687	40	cl11396
cdd_264350	cdd	NR_LBD	The ligand binding domain of nuclear receptors, a family of ligand-activated transcription regulators	81.9270	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl11397	The ligand binding domain of nuclear receptors, a family of ligand-activated transcription regulators. This all helical domain is involved in binding the hormone in these receptors.	NR_LBD	528	41	cl11397
cdd_264352	cdd	HP	Histidine phosphatase domain found in a functionally diverse set of proteins, mostly phosphatases; contains a His residue which is phosphorylated during the reaction	85.1035	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl11399	Histidine phosphatase domain found in a functionally diverse set of proteins, mostly phosphatases; contains a His residue which is phosphorylated during the reaction. The histidine phosphatase superfamily is so named because catalysis centres on a conserved His residue that is transiently phosphorylated during the catalytic cycle. Other conserved residues contribute to a 'phosphate pocket' and interact with the phospho group of substrate before, during and after its transfer to the His residue. Structure and sequence analyses show that different families contribute different additional residues to the 'phosphate pocket' and, more surprisingly, differ in the position, in sequence and in three dimensions, of a catalytically essential acidic residue. The superfamily may be divided into two main branches.The smaller branch 2 contains predominantly eukaryotic proteins. The catalytic functions in members include phytase, glucose-1-phosphatase and multiple inositol polyphosphate phosphatase. The in vivo roles of the mammalian acid phosphatases in branch 2 are not fully understood, although activity against lysophosphatidic acid and tyrosine-phosphorylated proteins has been demonstrated.	HP	849	31	cl11399
cdd_264353	cdd	GH31	N/A	79.0029	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl11402	N/A. Alpha-glucosidase II (alpha-D-glucoside glucohydrolase) is a glycosyl hydrolase family 31 (GH31) enzyme, found in bacteria and plants, which has exo-alpha-1,4-glucosidase and oligo-1,6-glucosidase activities. Alpha-glucosidase II has been characterized in Bacillus thermoamyloliquefaciens where it forms a homohexamer. This family also includes the MalA alpha-glucosidase from Sulfolobus sulfataricus and the AglA alpha-glucosidase from Picrophilus torridus. MalA is part of the carbohydrate-metabolizing machinery that allows this organism to utilize carbohydrates, such as maltose, as the sole carbon and energy source.	GH31	341	15	cl11402
cdd_264354	cdd	pepsin_retropepsin_like	Cellular and retroviral pepsin-like aspartate proteases	87.7120	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl11403	Cellular and retroviral pepsin-like aspartate proteases. The N- and C-termini of the members of this family are jointly necessary for creating the catalytic pocket necessary for cleaving xylanase.  Phytopathogens produce xylanase that destroys plant cells, so its destruction through proteolysis is vital for plant-survival.	pepsin_retropepsin_like	1254	37	cl11403
cdd_264355	cdd	Biotinyl_lipoyl_domains	N/A	86.9562	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl11404	N/A. This is a family of glycine cleavage H-proteins, part of the glycine cleavage multienzyme complex (GCV) found in bacteria and the mitochondria of eukaryotes. GCV catalyses the catabolism of glycine in eukaryotes. A lipoyl group is attached to a completely conserved lysine residue. The H protein shuttles the methylamine group of glycine from the P protein to the T protein.	Biotinyl_lipoyl_domains	1120	17	cl11404
cdd_264356	cdd	RNAP_RPB11_RPB3	RPB11 and RPB3 subunits of RNA polymerase	79.0615	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl11409	RPB11 and RPB3 subunits of RNA polymerase. The two eukaryotic subunits Rpb3 and Rpb11 dimerise to from a platform onto which the other subunits of the RNA polymerase assemble (D/L in archaea). The prokaryotic equivalent of the Rpb3/Rpb11 platform is the alpha-alpha dimer. The dimerization domain of the alpha subunit/Rpb3 is interrupted by an insert domain (pfam01000). Some of the alpha subunits also contain iron-sulphur binding domains (pfam00037). Rpb11 is found as a continuous domain. Members of this family include: alpha subunit from eubacteria, alpha subunits from chloroplasts, Rpb3 subunits from eukaryotes, Rpb11 subunits from eukaryotes, RpoD subunits from archaeal spp, and RpoL subunits from archaeal spp. Many of the members of this family carry only the N-terminal region of Rpb11.	RNAP_RPB11_RPB3	344	13	cl11409
cdd_260261	cdd	HMA	N/A	71.1251	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00207	N/A. Copper chaperone [Inorganic ion transport and metabolism]	HMA	105	5	cl00207
cdd_260262	cdd	RNase_T2	N/A	75.1615	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00208	N/A. Ribonuclease T2 (RNase T2) is a widespread family of secreted RNases found in every organism examined thus far.  This family includes RNase Rh, RNase MC1, RNase LE, and self-incompatibility RNases (S-RNases).  Plant T2 RNases are expressed during leaf senescence in order to scavenge phosphate from ribonucleotides. They are also expressed in response to wounding or pathogen invasion. S-RNases are thought to prevent self-fertilization by acting as selective cytotoxins of "self" pollen. Generally, RNases have two distinct binding sites: the primary site (B1 site) and the subsite (B2 site), for nucleotides located at the 5'- and 3'- terminal ends of the sessil bond, respectively. This CD includes the prokaryotic RNase T2 family members.	RNase_T2	192	6	cl00208
cdd_238247	cdd	Peptidase_M17	Cytosol aminopeptidase family, N-terminal and catalytic domains	75.2652	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cd00433	Cytosol aminopeptidase family, N-terminal and catalytic domains.  Family M17 contains zinc- and manganese-dependent exopeptidases ( EC  3.4.11.1), including leucine aminopeptidase. They catalyze removal of amino acids from the N-terminus of a protein and play a key role in protein degradation and in the metabolism of biologically active peptides. They do not contain HEXXH motif (which is used as one of the signature patterns to group the peptidase families) in the metal-binding site. The two associated zinc ions and the active site are entirely enclosed within the C-terminal catalytic domain in leucine aminopeptidase. The enzyme is a hexamer, with the catalytic domains clustered around the three-fold axis, and the two trimers related to one another by a two-fold rotation. The N-terminal domain is structurally similar to the ADP-ribose binding Macro domain. This family includes proteins from bacteria, archaea, animals and plants.	Peptidase_M17	195	1	cd00433
cdd_261289	cdd	MATH	N/A	81.5759	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl02446	N/A. This motif has been called the Meprin And TRAF-Homology (MATH) domain. This domain is hugely expanded in the nematode C. elegans.	MATH	501	17	cl02446
cdd_260269	cdd	L-asparaginase_like	Bacterial L-asparaginases and related enzymes	78.0565	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00216	Bacterial L-asparaginases and related enzymes. glutamyl-tRNA(Gln) amidotransferase subunit D; Validated	L-asparaginase_like	296	12	cl00216
cdd_260271	cdd	Glyco_hydrolase_16	glycosyl hydrolase family 16	82.0276	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00218	glycosyl hydrolase family 16. Subgroup of glucanases of unknown function that are related to beta-GRP (beta-1,3-glucan recognition protein), but contain active site residues. Beta-GRPs are one group of pattern recognition receptors (PRRs), also referred to as biosensor proteins, that complexes with pathogen-associated beta-1,3-glucans and then transduces signals necessary for activation of an appropriate innate immune response. Beta-GRPs are present in insects and lack all catalytic residues. This subgroup contains related proteins that still contain the active site and are widely distributed in eukaryotes. Their structures adopt a jelly roll fold with a deep active site channel harboring the catalytic residues, like those of other glycosyl hydrolase family 16 members.	Glyco_hydrolase_16	536	13	cl00218
cdd_260274	cdd	ACBP	N/A	58.1111	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00221	N/A. Acyl-CoA-binding protein [Lipid metabolism]	ACBP	15	4	cl00221
cdd_260275	cdd	lysozyme_like	N/A	79.6028	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00222	N/A. This family are chitosanase enzymes.	lysozyme_like	373	23	cl00222
cdd_261300	cdd	LIM	LIM is a small protein-protein interaction domain, containing two zinc fingers	91.1251	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl02475	LIM is a small protein-protein interaction domain, containing two zinc fingers. The first LIM domain of the paxillin like protein family: This family consists of paxillin, leupaxin, Hic-5 (ARA55), and other related proteins. There are four LIM domains in the C-terminal of the proteins and leucine-rich LD-motifs in the N-terminal region.  Members of this family are adaptor proteins to recruit key components of signal-transduction machinery to specific sub-cellular locations. Paxillin is found at the interface between the plasma membrane and the actin cytoskeleton. Paxillin serves as a platform for the recruitment of numerous regulatory and structural proteins that together control the dynamic changes in cell adhesion, cytoskeletal reorganization and gene expression that are necessary for cell migration and survival. Leupaxin is a cytoskeleton adaptor protein, which is preferentially expressed in hematopoietic cells. It associates with focal adhesion kinases PYK2 and pp125FAK and identified to be a component of the osteoclast pososomal signaling complex. Hic-5 controls cell proliferation, migration and senescence by functioning as coactivator for steroid receptors such as androgen receptor, glucocorticoid receptor and progesterone receptor. LIM domains are 50-60 amino acids in size and share two characteristic zinc finger motifs. The two zinc fingers contain eight conserved residues, mostly cysteines and histidines, which coordinately bond to two zinc atoms. LIM domains function as adaptors or scaffolds to support the assembly of multimeric protein complexes.	LIM	2089	164	cl02475
cdd_260278	cdd	nuc_hydro	N/A	73.6430	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00226	N/A. nuc_hydro_CjNH. Nucleoside hydrolases similar to Campylobacter jejuni nucleoside hydrolase.  This group contains eukaryotic and bacterial proteins similar to C. jejuni nucleoside hydrolase. Nucleoside hydrolases cleave the N-glycosidic bond in nucleosides generating ribose and the respective base. These enzymes vary in their substrate specificity. C. jejuni nucleoside hydrolase is inactive against natural nucleosides or against common nucleoside analogues. 	nuc_hydro	153	16	cl00226
